PRACTICE_CODE,PRACTICE_NAME,STP_CODE
N81090,TUDOR SURGERY,QYG
N81092,HOPE FARM MEDICAL CENTRE,QYG
N81093,WHITBY HEALTH PARTNERSHIP,QYG
N81096,BROOKVALE PRACTICE,QYG
N81097,DALLAM LANE MEDICAL CENTRE,QYG
N81100,UPTON VILLAGE SURGERY,QYG
N81101,THE HANDBRIDGE MED.CTR.,QYG
N81102,FOUNTAINS MEDICAL PRACTICE,QYG
N81107,MANCHESTER ROAD SURGERY,QYG
N81108,THE LAKESIDE SURGERY,QYG
N81109,PADGATE MEDICAL CENTRE,QYG
N81111,MEREPARK MEDICAL CENTRE,QYG
N81113,MIDDLEWICH ROAD SURGERY,QYG
N81114,BIRCHWOOD MEDICAL CENTRE,QYG
N81115,LACHE HEALTH CENTRE,QYG
N81117,OLD HALL SURGERY,QYG
N81118,MEADOWSIDE MEDICAL CENTRE,QYG
N81119,HOUGH GREEN HEALTH PARK,QYG
N81120,KELSALL MEDICAL CENTRE,QYG
N81121,NORTHGATE VILLAGE SURGERY,QYG
N81122,WESTBROOK MEDICAL CENTRE,QYG
N81123,WILLOW WOOD SURGERY,QYG
N81125,NESTON MEDICAL CENTRE,QYG
N81127,THE WEAVER VALE SURGERY,QYG
N81607,WESTMINSTER SURGERY,QYG
N81614,THE SURGERY,QYG
N81619,OAKS PLACE SURGERY,QYG
N81623,STRETTON MEDICAL CENTRE,QYG
N81624,THE VILLAGE SURGERIES GROUP,QYG
N81626,WESTERN AVE MEDICAL CTRE,QYG
N81628,THE ERIC MOORE PARTNERSHIP,QYG
N81632,BROKEN CROSS SURGERY,QYG
N81637,COCKHEDGE MEDICAL CENTRE,QYG
N81642,WATERS EDGE MEDICAL CENTRE,QYG
N81645,4 SEASONS MEDICAL CENTRE,QYG
N81651,UPTON ROCKS PRIMARY CARE,QYG
N81655,ST WERBURGH'S MEDICAL PRACTICE HOMELESS,QYG
N82001,THE MARGARET THOMPSON MED CENTRE,QYG
N82002,YEW TREE CENTRE,QYG
N82003,DOVECOT HEALTH CENTRE,QYG
N82004,GARSTON FAMILY HEALTH CENTRE,QYG
N82009,GRASSENDALE MEDICAL CENTRE,QYG
N82011,PRIORY MEDICAL CENTRE,QYG
N82014,LANCE LANE MEDICAL CENTRE,QYG
N82018,ELLERGREEN MEDICAL CENTRE,QYG
N82019,LANGBANK MEDICAL CENTRE,QYG
N82022,EDGE HILL HEALTH CENTRE,QYG
N82024,WEST DERBY MEDICAL CENTRE,QYG
N82026,PENNY LANE SURGERY,QYG
N82033,DINGLE PARK PRACTICE,QYG
N82034,THE VILLAGE SURGERY,QYG
N82035,MATHER AVENUE SURGERY,QYG
N82036,NETHERLEY HEALTH CENTRE,QYG
N82037,WESTMORELAND GP CENTRE,QYG
N82039,STORRSDALE MEDICAL CENTRE,QYG
N82041,OAK VALE MEDICAL CENTRE,QYG
N82046,SEFTON PARK MEDICAL CENTRE,QYG
N82048,WALTON MEDICAL CENTRE,QYG
N82049,WESTMINSTER MEDICAL CENTRE,QYG
N82050,GATEACRE MEDICAL CENTRE,QYG
N82052,TOWNSEND MEDICAL CENTRE,QYG
N82053,AINTREE PARK GROUP PRACTICE,QYG
N82054,ABERCROMBY FAMILY PRACTICE,QYG
N82058,ROCK COURT SURGERY,QYG
N82059,GREENBANK DRIVE SURGERY,QYG
N82062,FULWOOD GREEN MEDICAL CTR,QYG
N82065,EARLE ROAD MEDICAL CENTRE,QYG
N82066,WOOLTON HOUSE MEDICAL CTR,QYG
N82067,DR A GUPTA BENIM MEDICAL CENTRE,QYG
N82070,THE ELMS MEDICAL CENTRE,QYG
N82073,THE ASH SURGERY,QYG
N82074,OLD SWAN HEALTH CENTRE,QYG
N82076,BROWNLOW HEALTH @ PRINCES PARK,QYG
N82077,BOUSFIELD SURGERY - DR SHAH,QYG
N82078,BOUSFIELD - ROBERTS,QYG
N82079,GREENBANK ROAD SURGERY,QYG
N82081,ISLINGTON HOUSE MEDICAL CENTRE,QYG
N82082,ST. JAMES' HEALTH CENTRE,QYG
N82083,JUBILEE MEDICAL CENTRE,QYG
N82084,GATEACRE BROW SURGERY,QYG
N82086,ABINGDON FAMILY HEALTH CARE CENTRE,QYG
N82087,GILLMOSS MEDICAL CENTRE,QYG
N82089,PICTON GREEN,QYG
N82090,GREEN LANE MEDICAL CENTRE,QYG
N82091,GP PRACTICE RIVERSIDE (DR JUDE),QYG
N82092,THE VALLEY MEDICAL CENTRE,QYG
N82093,DERBY LANE MEDICAL CENTRE,QYG
N82094,BELLE VALE HEALTH CENTRE,QYG
N82095,ALBION SURGERY,QYG
N82097,THE GREY ROAD SURGERY,QYG
N82099,MERE LANE GROUP PRACTICE,QYG
N82101,KIRKDALE MEDICAL CENTRE,QYG
N82103,ANFIELD GROUP PRACTICE,QYG
N82104,STONEYCROFT MEDICAL CENTRE,QYG
N82106,THE VILLAGE MEDICAL CTRE,QYG
N82107,EDGE HILL HEALTH @ MOSSLEY HILL SURGERY,QYG
N82108,RUTHERFORD MEDICAL CENTRE,QYG
N82109,SPEKE HC - DR THAKUR,QYG
N82110,LONG LANE,QYG
N82113,FAIRFIELD MEDICAL CENTRE,QYG
N82115,VAUXHALL HEALTH CENTRE,QYG
N82116,HILLFOOT HEALTH,QYG
N82117,BROWNLOW GROUP PRACTICE,QYG
N82617,BROWNLOW AT MARYBONE,QYG
N82621,SPEKE HC - DR MANGARAI,QYG
N82633,KNOTTY ASH MEDICAL CENTRE,QYG
N82641,SANDRINGHAM MEDICAL CENTRE,QYG
N82645,BROWNLOW HEALTH AT KENSINGTON,QYG
N82646,DR JUDE'S PRACTICE - RIVERSIDE,QYG
N82648,POULTER ROAD MEDICAL CENTRE,QYG
N82650,SPEKE HC - DR SINGH & DR BICHA,QYG
N82651,STANLEY MEDICAL CENTRE,QYG
N82655,MOSS WAY,QYG
N82662,DUNSTAN VILLAGE GROUP PRACTICE,QYG
N82663,HORNSPIT MEDICAL CENTRE,QYG
N82664,ROCKY LANE MEDICAL CENTRE,QYG
N82668,WALTON VILLAGE MEDICAL CENTRE,QYG
N82669,GREAT HOMER STREET MEDICAL CENTRE,QYG
N82670,PARK VIEW,QYG
N82671,BIGHAM ROAD MEDICAL CENTRE,QYG
N82676,FIR TREE,QYG
N82678,STOPGATE LANE MEDICAL CTR,QYG
N83001,RAINBOW MEDICAL CENTRE,QYG
N83002,PATTERDALE LODGE MED CTRE,QYG
N83003,ORMSKIRK HOUSE SURGERY,QYG
N83005,VISTA ROAD SURGERY,QYG
N83006,PHOENIX MEDICAL CENTRE,QYG
N83007,LINGHOLME HEALTH CENTRE,QYG
N83008,BERRYMEAD FAMILY MED.CTR.,QYG
N83009,WINGATE MEDICAL CENTRE,QYG
N83010,RAINHILL VILLAGE SURGERY,QYG
N83012,MILL STREET MEDICAL CTR.,QYG
N83013,THE HEALTH CENTRE SURGERY,QYG
N83014,DINAS LANE MEDICAL CENTRE,QYG
N83015,BLUEBELL LANE SURGERY,QYG
N83017,HALL STREET MEDICAL CENTRE,QYG
N83018,STOCKBRIDGE VILLAGE HC,QYG
N83019,BILLINGE MEDICAL PRACTICE,QYG
N83020,HAYDOCK MEDICAL CENTRE,QYG
N83021,FOUR ACRE HEALTH CENTRE,QYG
N83023,PARK HOUSE SURGERY,QYG
N83024,PARK HOUSE MEDICAL CENTRE,QYG
N83025,CORNERWAYS MEDICAL CENTRE,QYG
N83026,PARKFIELD SURGERY,QYG
N83027,CENTRAL SURGERY,QYG
N83028,ASTON HEALTHCARE LIMITED,QYG
N83030,DR M SUARES' PRACTICE,QYG
N83031,ROSEHEATH SURGERY,QYG
N83032,MILLBROOK MEDICAL CENTRE,QYG
N83033,ST. LAURENCE'S MEDICAL CENTRE,QYG
N83035,THE SPINNEY MEDICAL CTR.,QYG
N83041,RAINFORD HEALTH CENTRE,QYG
N83043,LONGVIEW MEDICAL CENTRE,QYG
N83045,NEWTON MEDICAL CENTRE,QYG
N83047,TARBOCK MEDICAL CENTRE,QYG
N83049,KENNETH MACRAE MED CENTRE,QYG
N83050,THE BOWERY MEDICAL CENTRE,QYG
N83053,LONGTON MEDICAL CENTRE,QYG
N83054,BETHANY MEDICAL CENTRE,QYG
N83055,TRENTHAM MEDICAL CENTRE,QYG
N83060,HOLLY BANK SURGERY,QYG
N83601,THE MACMILLAN SURGERY,QYG
N83603,PRESCOT MEDICAL CENTRE,QYG
N83604,CORNERSTONE SURGERY,QYG
N83605,HOLLIES MEDICAL CENTRE,QYG
N83608,DR MAASSARANI & PARTNERS,QYG
N83609,CEDAR CROSS MEDICAL CENTRE,QYG
N83610,COLBY MEDICAL CENTRE,QYG
N83614,ECCLESTON MEDICAL CENTRE,QYG
N83619,ROBY MEDICAL CENTRE,QYG
N83620,SANDFIELD MEDICAL CENTRE,QYG
N83621,HILLSIDE HOUSE SURGERY,QYG
N83622,PRIMROSE MEDICAL PRACTICE,QYG
N83624,DR RAHIL'S SURGERY,QYG
N83628,NEWTON COMMUNITY HOSPITAL PRACTICE,QYG
N83633,NUTGROVE VILLA SURGERY,QYG
N83635,THE CROSSROADS SURGERY,QYG
N83637,NEWHOLME SURGERY,QYG
N84001,42 KINGSWAY,QYG
N84002,AINTREE ROAD MEDICAL CENTRE,QYG
N84003,HIGH PASTURES SURGERY,QYG
N84004,GLOVERS LANE SURGERY,QYG
N84005,CUMBERLAND HOUSE SURGERY,QYG
N84006,CHAPEL LANE SURGERY,QYG
N84007,LIVERPOOL RD MEDICAL PRACTICE,QYG
N84008,NORWOOD SURGERY,QYG
N84010,MAGHULL HEALTH CENTRE (DR SAPRE),QYG
N84011,EASTVIEW SURGERY,QYG
N84012,AINSDALE MEDICAL CENTRE,QYG
N84013,CHRISTIANA HARTLEY MEDICAL PRACTICE,QYG
N84014,AINSDALE VILLAGE SURGERY,QYG
N84015,BOOTLE VILLAGE SURGERY,QYG
N84016,MOORE STREET MEDICAL CENTRE,QYG
N84017,CHURCHTOWN MEDICAL CENTRE,QYG
N84018,THE VILLAGE SURGERY FORMBY,QYG
N84019,NORTH PARK HEALTH CENTRE,QYG
N84020,BLUNDELLSANDS SURGERY,QYG
N84021,ST MARKS MEDICAL CENTRE (TCG MEDICAL),QYG
N84023,BRIDGE ROAD MEDICAL CENTRE,QYG
N84024,GRANGE SURGERY,QYG
N84025,WESTWAY MEDICAL CENTRE,QYG
N84026,CROSBY VILLAGE SURGERY,QYG
N84027,ORRELL PARK MEDICAL CENTRE,QYG
N84028,THE STRAND MEDICAL CENTRE,QYG
N84029,FORD MEDICAL PRACTICE,QYG
N84034,PARK STREET SURGERY,QYG
N84035,15 SEFTON ROAD,QYG
N84037,LINCOLN HOUSE SURGERY,QYG
N84038,CONCEPT HOUSE SURGERY,QYG
N84041,KINGSWAY SURGERY,QYG
N84043,SEAFORTH VILLAGE SURGERY,QYG
N84605,LITHERLAND PRACTICE,QYG
N84611,ROE LANE SURGERY,QYG
N84613,THE CORNER SURGERY (DR MULLA),QYG
N84614,THE MARSHSIDE SURGERY,QYG
N84615,RAWSON ROAD MEDICAL CENTRE,QYG
N84617,KEW SURGERY,QYG
N84618,THE HOLLIES FAMILY SURGERY,QYG
N84621,THORNTON SURGERY,QYG
N84624,MAGHULL HEALTH CENTRE,QYG
N84625,THE FAMILY SURGERY,QYG
N84626,HIGHTOWN VILLAGE SURGERY,QYG
N84627,CROSSWAYS PRACTICE,QYG
N84630,NETHERTON SURGERY,QYG
N85002,MARINE LAKE MEDICAL PRACTICE,QYG
N85003,ALLPORT MEDICAL CENTRE,QYG
N85005,EASTHAM GROUP PRACTICE,QYG
N85006,CIVIC MEDICAL CENTRE,QYG
N85007,HESWALL & PENSBY GROUP PRACTICE,QYG
N85008,WEST WIRRAL GROUP PRACTICE,QYG
N85009,COMMONFIELD RD SURGERY,QYG
N85012,ST GEORGES MEDICAL CENTRE,QYG
N85013,UPTON GROUP PRACTICE,QYG
N85014,TOWNFIELD HEALTH CENTRE,QYG
N85015,DEVANEY MED CTR,QYG
N85016,RIVERSIDE SURGERY,QYG
N85017,CAVENDISH MEDICAL CENTRE,QYG
N85018,VILLA MED CTR,QYG
N85019,WHETSTONE LANE MED CTR,QYG
N85020,ST CATHERINE'S SURGERY,QYG
N85021,HAMILTON MED CTR,QYG
N85022,HOLMLANDS MED CTR,QYG
N85023,MANOR HEALTH CTR,QYG
N85024,SOMERVILLE MED CTR,QYG
N85025,ST HILARY GROUP PRACTICE,QYG
N85027,CENTRAL PARK MEDICAL CENTRE,QYG
N85028,MORETON CROSS GROUP PRACTICE,QYG
N85031,GLADSTONE MED CTR,QYG
N85032,GREASBY GROUP PRACTICE,QYG
N85037,HEATHERLANDS MED CTR,QYG
N85038,VITTORIA MED CTR G,QYG
N85040,MORETON HEALTH CLINIC,QYG
N85044,CLAUGHTON MEDICAL CENTRE,QYG
N85046,HOYLAKE RD MET CTR,QYG
N85047,ORCHARD SURGERY,QYG
N85048,MORETON MEDICAL CENTRE,QYG
N85051,SUNLIGHT GROUP PRACTICE,QYG
N85052,GROVE RD SURGERY,QYG
N85054,KINGS LANE MEDICAL PRACTICE,QYG
N85057,TEEHEY LANE SURGERY,QYG
N85059,HOYLAKE & MEOLS MEDICAL CTR,QYG
N85616,LISCARD GROUP PRACTICE,QYG
N85617,SPITAL SURGERY,QYG
N85620,FEGAN & PARTNERS,QYG
N85625,MIRIAM PRIMARY CARE GROUP,QYG
N85629,EGREMONT MED CTR,QYG
N85633,CHURCH ROAD MEDICAL PRACTICE,QYG
N85634,VITTORIA MED CTR K,QYG
N85640,LEASOWE MEDICAL PRACTICE,QYG
N85643,PRENTON MEDICAL CENTRE_MURUGESH V,QYG
N85648,BLACKHEATH MED CTR,QYG
P81002,LANCASTER MEDICAL PRACTICE,QE1
P81003,ST JAMES' MEDICAL CENTRE,QE1
P81004,ELIZABETH STREET SURGERY,QE1
P81005,LITTLE HARWOOD HEALTH CENTRE,QE1
P81006,GARSTANG MEDICAL PRACTICE,QE1
P81008,YORKSHIRE STREET MEDICAL CENTRE,QE1
P81010,WITHNELL HEALTH CENTRE,QE1
P81013,QUEEN SQUARE MEDICAL PRACTICE,QE1
P81014,ORMSKIRK MEDICAL PRACTICE,QE1
P81015,LYTHAM ROAD SURGERY,QE1
P81016,WATERLOO MEDICAL CENTRE,QE1
P81017,WHALLEY MEDICAL CENTRE,QE1
P81018,ST FILLAN'S MEDICAL CTRE,QE1
P81020,BURNLEY GROUP PRACTICE,QE1
P81022,WITTON MEDICAL CENTRE,QE1
P81025,THE RICHMOND HILL PRACTICE,QE1
P81027,IRWELL MEDICAL PRACTICE,QE1
P81029,ASH TREES SURGERY,QE1
P81031,POPLAR HOUSE SURGERY,QE1
P81032,REEDYFORD HLTH CARE GROUP,QE1
P81033,COPPULL MEDICAL PRACTICE,QE1
P81035,COLNE ROAD SURGERY,QE1
P81036,PEEL HOUSE MEDICAL PRACTICE,QE1
P81037,ANSDELL MEDICAL CENTRE,QE1
P81038,THE CHORLEY SURGERY,QE1
P81039,MANOR PRIMARY CARE,QE1
P81040,LONGTON HEALTH CENTRE,QE1
P81041,PARKGATE SURGERY,QE1
P81042,ADELAIDE STREET SURGERY,QE1
P81043,SOUTH KING STREET MEDICAL CENTRE,QE1
P81044,LIBRARY HOUSE SURGERY,QE1
P81045,THE ELMS PRACTICE,QE1
P81046,PARK VIEW SURGERY,QE1
P81047,PARKSIDE SURGERY,QE1
P81051,DARWEN HEALTHCARE,QE1
P81053,BRIERCLIFFE SURGERY,QE1
P81054,MARTON MEDICAL PRACTICE,QE1
P81055,BERRY LANE MEDICAL CENTRE,QE1
P81057,WORDEN MEDICAL CENTRE,QE1
P81058,ST GEORGES SURGERY,QE1
P81059,GREAT ECCLESTON HLTH CTR,QE1
P81061,REDLAM SURGERY,QE1
P81062,REGENT HOUSE SURGERY,QE1
P81063,ST PAULS MEDICAL CENTRE,QE1
P81065,THE PENDLE MEDICAL PARTNERSHIP,QE1
P81066,LAYTON MEDICAL CENTRE,QE1
P81067,THE HEALTHCARE CENTRE,QE1
P81069,PENDLESIDE MEDICAL PRACT,QE1
P81070,PENDLE VIEW MEDICAL CTRE,QE1
P81071,THE NEW HALL LANE PRACTICE,QE1
P81072,GLENROYD MEDICAL CENTRE,QE1
P81073,CLEVELEYS GROUP PRACTICE,QE1
P81074,HIGHFIELD SURGERY,QE1
P81076,SANDY LANE SURGERY,QE1
P81077,HOLLAND HOUSE SURGERY,QE1
P81078,BARNOLDSWICK MED CTR,QE1
P81079,THE THORNTON PRACTICE,QE1
P81081,ARNOLD MEDICAL CENTRE,QE1
P81082,THE RYAN MEDICAL CENTRE,QE1
P81083,ROSLEA SURGERY,QE1
P81084,HALL GREEN SURGERY,QE1
P81086,BROADWAY MEDICAL CENTRE,QE1
P81087,THE OVER-WYRE MED.CTR.,QE1
P81088,WHITWORTH MEDICAL CENTRE,QE1
P81089,THE MOUNT VIEW PRACTICE,QE1
P81092,THE CRESCENT SURGERY,QE1
P81093,THE GEOFFREY STREET SURGERY,QE1
P81095,THURSBY SURGERY,QE1
P81096,PARBOLD SURGERY,QE1
P81099,DR THM MACKENZIE & PARTNERS,QE1
P81100,THE CASTLE MEDICAL GROUP,QE1
P81103,NORTH PRESTON MEDICAL PRACTICE,QE1
P81107,STONEBRIDGE SURGERY,QE1
P81112,BEACON PRIMARY CARE,QE1
P81113,PARK VIEW SURGERY,QE1
P81115,BLOOMFIELD MEDICAL CENTRE,QE1
P81117,CENTRAL PARK SURGERY,QE1
P81118,ILEX VIEW MEDICAL PRACTICE,QE1
P81119,LANE ENDS SURGERY,QE1
P81123,PWE PENDLE VALLEY MILL,QE1
P81125,OAKENHURST MEDICAL PRACTICE,QE1
P81127,THE SURGERY CHORLEY,QE1
P81128,KIRKHAM HEALTH CENTRE,QE1
P81129,ASH TREE HOUSE SURGERY,QE1
P81130,PADIHAM GROUP PRACTICE,QE1
P81132,WATERFOOT MEDICAL PRACTICE,QE1
P81133,THE VILLAGE PRACTICE,QE1
P81136,DR A BISARYA,QE1
P81137,BURNLEY WOOD MEDICAL CENTRE,QE1
P81138,BURSCOUGH FAMILY PRACTICE,QE1
P81140,DARWEN HEALTHLINK,QE1
P81143,WHITTLE SURGERY,QE1
P81147,BLACKBURN RD MEDICAL CENTRE,QE1
P81149,LOCKWOOD GP SURGERY,QE1
P81150,PARCLIFFE MEDICAL CENTRE,QE1
P81154,GRANVILLE HOUSE MED CTRE,QE1
P81155,BROWNHILL SURGERY,QE1
P81157,FERNBANK SURGERY,QE1
P81159,STONYHILL MEDICAL PRACTICE,QE1
P81160,OSWALD MEDICAL CENTRE,QE1
P81165,IGHTENHILL MEDICAL CENTRE,QE1
P81166,DR BELLO'S SURGERY,QE1
P81167,STEPPING STONE PRACTICE,QE1
P81169,FISHERGATE HILL SURGERY,QE1
P81170,NELSON MEDICAL PRACTICE,QE1
P81171,THE EUXTON MEDICAL CENTRE,QE1
P81172,NEWTON DRIVE HEALTH CENTRE,QE1
P81179,LOSTOCK HALL MEDICAL CTR.,QE1
P81180,CLAYTON BROOK SURGERY,QE1
P81181,KINGSFOLD MEDICAL CENTRE,QE1
P81182,RICHMOND MEDICAL CENTRE,QE1
P81184,RIBBLETON MEDICAL CENTRE,QE1
P81185,RIVERSIDE MEDICAL CENTRE,QE1
P81186,MOSS SIDE MEDICAL CENTRE,QE1
P81191,QUEENSWAY MEDICAL CENTRE,QE1
P81196,ISSA MEDICAL CENTRE - PATEL,QE1
P81197,ROSEGROVE SURGERY,QE1
P81201,ASHURST PRIMARY CARE,QE1
P81204,EWOOD MEDICAL CENTRE,QE1
P81208,EXCEL PRIMARY CARE,QE1
P81212,DR MOUJAES,QE1
P81213,ST. MARY'S HEALTH CENTRE,QE1
P81214,LIMEFIELD SURGERY,QE1
P81218,THE CLAYTON MEDICAL CTR.,QE1
P81620,SLAIDBURN HEALTH CENTRE,QE1
P81622,SHIFA SURGERY,QE1
P81633,SPRING-FENISCO HEALTHLINK,QE1
P81646,LATHOM HOUSE SURGERY,QE1
P81647,GUTTERIDGE MEDICAL CENTRE,QE1
P81655,THE VILLAGE SURGERIES CROSTON&ECCLESTON,QE1
P81664,THE PARK MEDICAL PRACTICE,QE1
P81668,FLEETWOOD SURGERY,QE1
P81674,STANLEY COURT SURGERY,QE1
P81681,NORTH SHORE SURGERY,QE1
P81683,OLIVE MEDICAL CENTRE,QE1
P81685,GUTTERIDGE MEDICAL CENTRE,QE1
P81686,ROSSENDALE VALLEY MEDICAL PRACTICE,QE1
P81687,NEW LONGTON SURGERY,QE1
P81692,BEECHES MEDICAL CENTRE,QE1
P81694,FAMILY PRACTICE,QE1
P81695,AUGHTON SURGERY,QE1
P81699,HIGHER HEYS SURGERY,QE1
P81701,DR DAWOUD'S SURGERY,QE1
P81704,BLAKEWATER HEALTHCARE,QE1
P81707,WILLIAM HOPWOOD STREET SURGERY,QE1
P81709,ROMAN ROAD HEALTH CENTRE,QE1
P81710,TARLETON GROUP PRACTICE,QE1
P81711,DILL HALL SURGERY,QE1
P81714,ABBEY DALE MEDICAL CENTRE,QE1
P81721,HOLLINS GROVE SURGERY,QE1
P81724,PRINGLE STREET SURGERY,QE1
P81726,KING STREET MEDICAL CTR,QE1
P81730,GREAT HARWOOD MEDICAL GROUP,QE1
P81731,DR JEHANGIR (SH),QE1
P81732,HARAMBEE SURGERY,QE1
P81734,THE CORNERSTONE PRACTICE,QE1
P81735,DR A HUSSAIN,QE1
P81736,WHITEFIELD HEALTHCARE,QE1
P81737,THE OLD LINKS SURGERY,QE1
P81738,GREAT HARWOOD SURGERY,QE1
P81740,ADLINGTON MEDICAL CENTRE,QE1
P81741,STATION SURGERY,QE1
P81742,BEECHWOOD SURGERY,QE1
P81748,BRIARWOOD MEDICAL CENTRE,QE1
P81755,THE WEAVERS PRACTICE,QE1
P81756,DANEHOUSE MEDICAL PRACTICE,QE1
P81757,BARROWFORD SURGERY,QE1
P81770,AVENHAM SURGERY,QE1
P81771,PRIMROSE BANK MEDICAL CENTRE,QE1
P81780,RIVERSIDE FAMILY PRACTICE,QE1
P82001,THE DUNSTAN PARTNERSHIP,QOP
P82002,PIKES LANE 1,QOP
P82003,KILDONAN HOUSE,QOP
P82004,SWAN LANE MEDICAL CENTRE,QOP
P82005,STABLE FOLD SURGERY,QOP
P82006,DR MALHOTRA & PARTNERS,QOP
P82007,KEARSLEY MEDICAL CENTRE,QOP
P82008,STONEHILL MEDICAL CENTRE,QOP
P82009,ST HELENS ROAD PRACTICE,QOP
P82010,DALEFIELD SURGERY,QOP
P82011,TONGE FOLD HEALTH CENTRE,QOP
P82012,LEVER CHAMBERS 1,QOP
P82013,LEVER CHAMBERS 2,QOP
P82014,SPRING HOUSE SURGERY,QOP
P82015,UNSWORTH GROUP PRACTICE,QOP
P82016,HARWOOD MEDICAL CENTRE,QOP
P82018,THE ALASTAIR ROSS MEDICAL PRACTICE,QOP
P82020,LITTLE LEVER HEALTH CENTRE 1,QOP
P82021,THE OAKS FAMILY PRACTICE,QOP
P82022,HALLIWELL SURGERY 1,QOP
P82023,MANDALAY MEDICAL CENTRE,QOP
P82025,BURNSIDE SURGERY,QOP
P82029,HALLIWELL SURGERY 2,QOP
P82030,DEANE MEDICAL CENTRE,QOP
P82031,HEATON MEDICAL CENTRE,QOP
P82033,BRADFORD STREET SURGERY,QOP
P82034,EDGWORTH MEDICAL CENTRE,QOP
P82036,LITTLE LEVER HEALTH CENTRE 2,QOP
P82037,FIG TREE MEDICAL PRACTICE,QOP
P82607,CROMPTON VIEW SURGERY,QOP
P82609,SHANTI MEDICAL CENTRE,QOP
P82613,SPRING VIEW MEDICAL CENTRE,QOP
P82616,BEEHIVE SURGERY,QOP
P82624,ORIENT HOUSE MEDICAL CENTRE,QOP
P82625,CHARLOTTE STREET SURGERY,QOP
P82626,HALLIWELL SURGERY 3,QOP
P82627,CORNERSTONE SURGERY,QOP
P82629,PIKES LANE 2,QOP
P82633,GREAT LEVER ONE,QOP
P82634,WYRESDALE ROAD SURGERY,QOP
P82640,AL FAL MEDICAL GROUP,QOP
P82643,EGERTON/DUNSCAR HEALTH CENTRE,QOP
P82652,FARNWORTH FAMILY PRACTICE,QOP
P82660,DEANE CLINIC 1,QOP
P83001,FAIRFAX GROUP PRACTICE,QOP
P83004,THE UPLANDS MEDICAL PRACTICE,QOP
P83005,TOWNSIDE SURGERY,QOP
P83006,RAMSBOTTOM MEDICAL PRACTICE,QOP
P83007,RADCLIFFE MEDICAL PRACTICE,QOP
P83009,BLACKFORD HOUSE MEDICAL CENTRE,QOP
P83010,MONARCH MEDICAL CENTRE,QOP
P83011,UNSWORTH MEDICAL CENTRE,QOP
P83012,TOWER FAMILY HEALTHCARE,QOP
P83015,RIBBLESDALE MEDICAL PRACTICE,QOP
P83017,WOODBANK SURGERY,QOP
P83020,MINDEN FAMILY PRACTICES - DR SAXENA,QOP
P83021,PEEL GPS,QOP
P83024,KNOWSLEY MEDICAL CENTRE,QOP
P83025,ST GABRIEL'S MEDICAL CENTRE,QOP
P83027,GREYLAND MEDICAL CENTRE,QOP
P83603,RED BANK GROUP PRACTICE,QOP
P83605,WHITTAKER LANE MED CENTRE,QOP
P83608,THE ELMS MEDICAL CENTRE,QOP
P83609,THE BIRCHES MEDICAL CENTRE,QOP
P83611,WALMERSLEY ROAD MEDICAL PRACTICE,QOP
P83612,MILE LANE HEALTH CENTRE,QOP
P83620,GARDEN CITY MEDICAL CENTRE,QOP
P83621,HUNTLEY MOUNT MEDICAL CENTRE,QOP
P83623,LONGFIELD MEDICAL PRACTICE,QOP
P84004,FIVE OAKS FAMILIY PRACTICE,QOP
P84005,THE VALLANCE CENTRE,QOP
P84009,AILSA CRAIG MEDICAL CENTRE,QOP
P84010,THE BORCHARDT MEDICAL CENTRE,QOP
P84012,NORTHENDEN GROUP PRACTICE,QOP
P84014,RK MEDICAL PRACTICE,QOP
P84016,LEVENSHULME MEDICAL PRACTICE,QOP
P84017,LADYBARN GROUP PRACTICE,QOP
P84018,MAULDETH MEDICAL CENTRE,QOP
P84019,VALENTINE MEDICAL CENTRE,QOP
P84020,PEEL HALL MEDICAL CENTRE,QOP
P84021,THE MAPLES MEDICAL CENTRE,QOP
P84022,KINGSWAY MEDICAL PRACTICE,QOP
P84023,SURREY LODGE PRACTICE,QOP
P84024,BOWLAND MEDICAL PRACTICE,QOP
P84025,ST GEORGE'S MEDICAL CENTRE,QOP
P84026,DICKENSON ROAD MEDICAL CENTRE,QOP
P84027,WEST POINT MEDICAL CENTRE,QOP
P84028,GORTON MEDICAL CENTRE,QOP
P84029,BENCHILL MEDICAL PRACTICE,QOP
P84030,NEW COLLEGIATE MEDICAL CENTRE,QOP
P84032,DRS HANIF & BANNURU,QOP
P84033,BEACON MEDICAL CENTRE,QOP
P84034,BARLOW MEDICAL CENTRE,QOP
P84035,BODEY MEDICAL CENTRE,QOP
P84037,ARDWICK MEDICAL PRACTICE,QOP
P84038,ASHVILLE SURGERY,QOP
P84039,THE RANGE MEDICAL CENTRE,QOP
P84040,CONRAN MEDICAL CENTRE,QOP
P84041,CORNERSTONE FAMILY PRACTICE,QOP
P84042,FLORENCE HOUSE MEDICAL PRACTICE,QOP
P84043,CORNISHWAY GROUP PRACTICE,QOP
P84045,THE PARK MEDICAL CENTRE,QOP
P84046,CHEETHAM HILL PRIMARY CARE CENTRE,QOP
P84047,DROYLSDEN RD FAMILY PRACTICE,QOP
P84048,TREGENNA GROUP PRACTICE,QOP
P84049,THE AVENUE MEDICAL CENTRE,QOP
P84050,MOUNT ROAD SURGERY,QOP
P84051,EASTLANDS MEDICAL CENTRE,QOP
P84052,WEST GORTON MEDICAL PRACTICE,QOP
P84053,ASHCROFT SURGERY,QOP
